storeName,storeAddress,cityName,regionName,retailerName,storeType,storeLongitude,storeLatitude
Store 34,929 Hassan Knoll,Cierrafort,NC,Retailer [,Supermarket,77.0770338,28.43358
Store 35,7491 Felicita Prairie,New Fredy,TN,Retailer \,Convenience,77.0754546,28.4316665
Store 36,3335 Swaniawski Rapid,Waipahu,IA,Retailer ],Supermarket,77.0761848,28.4339978
Store 37,577 Boundary Road,Lake Eda,CO,Retailer ^,Convenience,77.0798057,28.4362893
Store 38,9979 Cummings Isle,New Albin,RI,Retailer _,Supermarket,77.0783356,28.4338585
Store 39,80316 First Street,North Doloresberg,DE,Retailer `,Convenience,77.0702449,28.439913
Store 40,765 Orion Pine,West Elvie,CT,Retailer a,Convenience,77.0709931,28.4322353
Store 41,54669 Bell Lane,South Kaelyn,KS,Retailer X,Grocery,77.0705259,28.4350425
Store 42,7691 VonRueden Flat,Jerdeborough,GA,Retailer Y,Grocery,77.0716985,28.4378852
Store 43,396 Abshire Avenue,Palm Coast,OR,Retailer Z,Convenience,77.0724046,28.4311682
Store 44,43023 Church Lane,Bethlehem,MA,Retailer [,Convenience,77.0727131,28.4398699
Store 45,32514 E Jefferson Street,Bradlyborough,VA,Retailer \,Convenience,77.0708496,28.4337919
Store 46,16544 Gulgowski Views,North Maia,FL,Retailer ],Supermarket,77.0738971,28.4359771
Store 47,60250 Sporer Flats,Batzside,SC,Retailer ^,Supermarket,77.0707875,28.4307286
Store 48,72724 Hillside,Kubboro,NH,Retailer _,Supermarket,77.0745079,28.4377148
Store 49,420 3rd Street,Anneworth,ME,Retailer `,Supermarket,77.0705468,28.4345882
Store 50,13808 Georgianna Lock,North Little Rock,IL,Retailer a,Grocery,77.0761389,28.4369069
Store 51,9505 County Road,Lake Bonita,KS,Retailer X,Grocery,77.0777157,28.4316502
Store 52,97638 W 11th Street,Donnellystead,AK,Retailer Y,Grocery,77.0725546,28.4319323
Store 53,58033 E Walnut Street,Honolulu,NJ,Retailer Z,Grocery,77.0719465,28.4318905
Store 54,697 Deion River,North Shanie,AL,Retailer [,Supermarket,77.0723935,28.4343429
Store 55,69311 Josh Estates,Cummerataboro,MN,Retailer \,Supermarket,77.0783701,28.4391931
Store 56,6907 Macejkovic Mountains,South Brendonview,ND,Retailer ],Convenience,77.0765971,28.4364548
Store 57,4386 Castle Lane,Port Jovanyland,CA,Retailer ^,Grocery,77.0790012,28.4384582
Store 58,596 Ernser Mall,Rancho Santa Margarita,DE,Retailer _,Supermarket,77.0724384,28.430404
Store 59,21548 Wintheiser Point,Fort Sydniehaven,WA,Retailer `,Convenience,77.0726829,28.4350608
Store 60,47731 Forest Avenue,Hickleborough,TX,Retailer a,Convenience,77.0719883,28.437846
Store 61,78937 Hickle Curve,Bradtkestead,MS,Retailer X,Convenience,77.074093,28.4312311
Store 62,704 Oliver Corners,East Lansing,MD,Retailer Y,Supermarket,77.0760713,28.4397374
Store 63,353 Milton Isle,Tulsa,NY,Retailer Z,Supermarket,77.0788671,28.4303076
Store 64,3492 Emmanuel Wells,Niastead,MT,Retailer [,Supermarket,77.0745919,28.438437
Store 65,76678 Grant Landing,O'Keefefort,ND,Retailer \,Supermarket,77.0771118,28.4322877
Store 66,289 Johnston Estates,Alexandria,NC,Retailer ],Grocery,77.0741634,28.4374491
Store 67,8332 Ridge Road,New Santosborough,TX,Retailer ^,Supermarket,77.0785974,28.4382265
Store 68,873 Dach Inlet,Austin,MN,Retailer _,Supermarket,77.077617,28.4338857
Store 69,7813 Tromp Mission,Ferryhaven,MT,Retailer `,Convenience,77.0727344,28.4302894
Store 70,282 Beech Grove,South Aminaport,OH,Retailer a,Convenience,77.0774972,28.4314131
Store 71,951 Jakubowski Motorway,Hailieton,AK,Retailer X,Supermarket,77.0743669,28.4320831
Store 72,50078 N Chestnut Street,Wilfredside,NY,Retailer Y,Supermarket,77.0768465,28.4394428
Store 73,2328 Tromp Canyon,North Garettside,SC,Retailer Z,Convenience,77.0711283,28.4399759
Store 74,2110 Fausto Radial,Hassanfield,UT,Retailer [,Convenience,77.0706549,28.4394177
Store 75,193 Arlo Divide,New Nicoleview,IN,Retailer \,Grocery,77.0749658,28.4312132
Store 76,2979 Dewitt Bypass,Kent,NJ,Retailer ],Supermarket,77.0773948,28.4397235
Store 77,1921 Rodriguez Field,Smithamfort,ID,Retailer ^,Supermarket,77.0745159,28.4385412
Store 78,58277 Quigley Lakes,Jacklynstead,MS,Retailer _,Grocery,77.0736018,28.4319177
Store 79,522 Guido Manor,South Nelle,SD,Retailer `,Grocery,77.0767026,28.4375751
Store 80,432 Quitzon Fields,Gudrunfurt,GA,Retailer a,Convenience,77.078071,28.4330394
Store 81,24212 The Rise,Redwood City,IN,Retailer X,Supermarket,77.0723153,28.4396721
Store 82,6949 Kaylin Parkway,North Percy,MI,Retailer Y,Convenience,77.0794539,28.4316707
Store 83,2876 4th Avenue,Lake Krisland,CT,Retailer Z,Grocery,77.0716936,28.4333777
Store 84,5054 2nd Avenue,South Pablocester,IL,Retailer [,Supermarket,77.0759256,28.4336952
Store 85,36991 Feeney Loop,Davonstead,NY,Retailer \,Grocery,77.0769716,28.4367569
Store 86,45443 Micheal Bypass,Reynoldscester,CA,Retailer ],Supermarket,77.0710794,28.4319688
Store 87,6519 Wintheiser Via,West Izaiahtown,GA,Retailer ^,Supermarket,77.0778749,28.435921
Store 88,502 Mount Pleasant,Eladioborough,UT,Retailer _,Grocery,77.0796192,28.4300336
Store 89,957 W Walnut Street,Bayerfurt,GA,Retailer `,Convenience,77.0789064,28.4361156
Store 90,244 Angelina Ports,Hettingerboro,UT,Retailer a,Supermarket,77.0774757,28.4361122
Store 91,52787 Cavendish Road,Virgilburgh,CT,Retailer X,Convenience,77.0719035,28.43907
Store 92,44798 Kling Pine,Edwinchester,MS,Retailer Y,Supermarket,77.0721277,28.4357122
Store 93,408 Manor Way,North Savannahshire,OH,Retailer Z,Supermarket,77.0762721,28.4340772
Store 94,51253 Woodland Close,Fort Annabury,HI,Retailer [,Supermarket,77.0749498,28.4339269
Store 95,2209 Orchard Lane,South Jodie,LA,Retailer \,Supermarket,77.0741854,28.4332729
Store 96,70651 W Park Street,Grahamland,WI,Retailer ],Supermarket,77.0780203,28.4346724
Store 97,49465 Heather Close,Americofield,OK,Retailer ^,Grocery,77.0767014,28.4352551
Store 98,656 Bernhard Fort,Cincinnati,ND,Retailer _,Convenience,77.0747949,28.4390348
Store 99,623 Cedar Street,Fort Leonie,KS,Retailer `,Convenience,77.0782346,28.4367896
Store 100,9247 North Lane,South Maviscester,OH,Retailer a,Convenience,77.0788657,28.4344161
Store 101,76679 Deion Road,West Alyce,UT,Retailer X,Convenience,77.0798283,28.4330155
Store 102,312 Mayfield Road,Lake Velda,MS,Retailer Y,Convenience,77.072662,28.4342912
Store 103,39224 Erwin Courts,Fort Shemar,OK,Retailer Z,Convenience,77.0741061,28.439893
Store 104,400 S 5th Street,Runtecester,SC,Retailer [,Convenience,77.0786721,28.4399386
Store 105,6207 William Street,East Mariah,MS,Retailer \,Convenience,77.0773258,28.4318148
Store 106,51498 Gusikowski Oval,Lake Chad,WA,Retailer ],Convenience,77.0790446,28.4359086
Store 107,8229 Klein Port,Jacobiville,IA,Retailer ^,Convenience,77.0791272,28.4349009
Store 108,944 Mante Ville,West Nasir,GA,Retailer _,Supermarket,77.0716551,28.4368596
Store 109,1458 Spring Gardens,Euless,NV,Retailer `,Supermarket,77.0709437,28.4361264
Store 110,1563 Floy Harbors,Kiehnberg,HI,Retailer a,Grocery,77.071394,28.4376381
Store 111,958 Chapel Road,Buckridgetown,WV,Retailer X,Convenience,77.0759706,28.4354178
Store 112,5288 Howard Street,Daly City,AK,Retailer Y,Supermarket,77.0703735,28.4303029
Store 113,312 Schimmel Islands,Hansenfort,VA,Retailer Z,Supermarket,77.0738064,28.436573
Store 114,540 Rudolph Extensions,North Ansleychester,RI,Retailer [,Grocery,77.0783353,28.4305961
Store 115,5295 Sawayn Fords,New Fernborough,NJ,Retailer \,Convenience,77.0784952,28.4359085
Store 116,661 Roxanne Land,Federal Way,MI,Retailer ],Grocery,77.0721764,28.4356545
Store 117,212 E Market Street,South Margareteland,SC,Retailer ^,Supermarket,77.0757345,28.4367232
Store 118,23400 N 2nd Street,West Lulahaven,AR,Retailer _,Convenience,77.0797872,28.4398607
Store 119,723 Quigley Highway,Tallahassee,KY,Retailer `,Convenience,77.0742937,28.4302476
Store 120,6425 S Broadway Street,Lake Nigel,FL,Retailer a,Convenience,77.0703349,28.4332164
Store 121,14979 Connelly Mountain,Krajcikville,NH,Retailer X,Supermarket,77.0761282,28.4363527
Store 122,240 Post Road,Severn,LA,Retailer Y,Convenience,77.0770578,28.4355699
Store 123,79283 Grimes Streets,Port Santinaport,WI,Retailer Z,Supermarket,77.0720258,28.4338836
Store 124,7157 S 14th Street,Ryanstead,CO,Retailer [,Supermarket,77.0761454,28.4396916
Store 125,2919 Malachi Springs,Fort Frederickfield,IN,Retailer \,Grocery,77.077011,28.4339652
Store 126,239 Dicki Shore,Salem,AR,Retailer ],Grocery,77.078192,28.4326219
Store 127,9406 Stehr Oval,Wylie,OH,Retailer ^,Convenience,77.0721598,28.4395921
Store 128,184 Leffler Park,East Hartford,MT,Retailer _,Convenience,77.0741144,28.4341006
Store 129,24397 Franz Plain,Macejkovicland,NJ,Retailer `,Grocery,77.073543,28.4319691
Store 130,23542 Keebler Station,Myrtleville,IA,Retailer a,Grocery,77.0757208,28.4308518
Store 131,8291 Emmerich Neck,Bayamon,NY,Retailer X,Convenience,77.0744967,28.4397797
Store 132,2677 Devante Landing,Danville,SC,Retailer Y,Convenience,77.0725195,28.4380145
Store 133,68608 Carmen Spurs,Wyoming,WA,Retailer Z,Supermarket,77.0735293,28.4305773
Store 134,966 Washington Road,North Roryport,MN,Retailer [,Supermarket,77.0720436,28.4306859
Store 135,45170 Belmont Road,Lake Jacyntheworth,IA,Retailer \,Grocery,77.0785312,28.4351794
Store 136,1482 Oliver Dale,New Margret,TN,Retailer ],Convenience,77.076297,28.4353712
Store 137,901 15th Street,Ahmedton,WY,Retailer ^,Grocery,77.0758113,28.4373711
Store 138,9068 Hane Harbors,North Freddie,AL,Retailer _,Grocery,77.0757762,28.4336123
Store 139,5083 9th Street,Ocala,KS,Retailer `,Convenience,77.0775945,28.4344832
Store 140,53298 Juvenal Lights,Fayfurt,GA,Retailer a,Supermarket,77.0783129,28.4371733
Store 141,8667 Bashirian Estate,Dorotheaberg,NE,Retailer X,Supermarket,77.0763498,28.4304804
Store 142,5349 Baylee Cliff,St. Cloud,CO,Retailer Y,Convenience,77.0706728,28.435534
Store 143,506 Spencer Station,Schummport,NM,Retailer Z,Supermarket,77.0755176,28.430669
Store 144,459 Birch Grove,Cassidyview,KS,Retailer [,Grocery,77.073208,28.4315526
Store 145,574 1st Street,Swaniawskiborough,AR,Retailer \,Grocery,77.0787306,28.4393591
Store 146,1728 Camron Ways,Mitchellview,NE,Retailer ],Supermarket,77.077496,28.437737
Store 147,8710 Carlo Motorway,Mayetown,LA,Retailer ^,Supermarket,77.0786596,28.4370005
Store 148,32623 Mariano Turnpike,New Josueshire,NJ,Retailer _,Convenience,77.0713964,28.4393241
Store 149,96594 Dibbert Fork,San Buenaventura (Ventura),NY,Retailer `,Supermarket,77.0730693,28.4340108
Store 150,81110 Kiehn Orchard,Alleneton,GA,Retailer a,Supermarket,77.0780129,28.4373681
Store 151,1504 Park Street,Hesperia,AZ,Retailer X,Supermarket,77.0719328,28.4383481
Store 152,42140 Thiel Mountain,North Cecilia,UT,Retailer Y,Convenience,77.0722604,28.4371794
Store 153,68485 Willow Drive,Ulicesland,MD,Retailer Z,Convenience,77.0776773,28.4372528
Store 154,709 Meadow Way,Margareteborough,UT,Retailer [,Grocery,77.0789123,28.4376588
Store 155,1981 Kailey Knolls,Port Franco,KY,Retailer \,Supermarket,77.0738685,28.4303798
Store 156,388 Torp Avenue,Myrtisstead,WI,Retailer ],Grocery,77.074606,28.4392435
Store 157,86791 Lyla Center,East Kurtburgh,ID,Retailer ^,Convenience,77.0764263,28.4331734
Store 158,6570 Aniyah Streets,Lake Danielleton,UT,Retailer _,Grocery,77.0777396,28.4313472
Store 159,8023 Stamm Views,Maggieview,NE,Retailer `,Supermarket,77.0754925,28.4345212
Store 160,71507 Lowe Pass,DeKalb,MT,Retailer a,Grocery,77.0713032,28.4336578
Store 161,707 Bette Wells,Lake Royalland,NH,Retailer X,Grocery,77.0707492,28.4301039
Store 162,468 Trinity Road,New Khalilstad,VT,Retailer Y,Grocery,77.0764556,28.4311534
Store 163,31598 Norfolk Road,Johnstonworth,TN,Retailer Z,Supermarket,77.0724889,28.4357646
Store 164,45497 Kariane Plaza,North Darleneton,VT,Retailer [,Convenience,77.0738269,28.4339412
Store 165,2820 Candelario River,Gresham,CA,Retailer \,Convenience,77.0734564,28.4345005
Store 166,325 Rodriguez Ville,West Omerhaven,NE,Retailer ],Supermarket,77.0761808,28.4389478
Store 167,705 Main,Bethesda,NJ,Retailer ^,Grocery,77.0759808,28.4392852
Store 168,187 King's Road,Murfreesboro,MI,Retailer _,Grocery,77.0767219,28.4303529
Store 169,67643 Chaya Square,North Michele,MO,Retailer `,Supermarket,77.0733777,28.4373638
Store 170,655 Brown Forest,North Rosalia,AZ,Retailer a,Grocery,77.0774545,28.4312354
Store 171,4124 S Walnut Street,North Caleb,KY,Retailer X,Grocery,77.0793478,28.4389099
Store 172,389 Ruecker Circles,Noemiland,FL,Retailer Y,Convenience,77.0720805,28.4340721
Store 173,37988 Labadie Parks,Port Maurinecester,RI,Retailer Z,Supermarket,77.0722101,28.4316479
Store 174,93685 Justine Oval,Agnesburgh,CO,Retailer [,Grocery,77.0793465,28.4359983
Store 175,53218 Hand Flat,West Lilaburgh,TN,Retailer \,Grocery,77.0796539,28.4355255
Store 176,454 Coronation Avenue,West Malachifort,NY,Retailer ],Supermarket,77.0729899,28.4366251
Store 177,414 Joshua Ridge,Schambergerstead,PA,Retailer ^,Grocery,77.076887,28.4321123
Store 178,6252 Church Walk,New Tracey,IL,Retailer _,Convenience,77.0765303,28.4366373
Store 179,68375 Kertzmann Club,Swiftberg,VT,Retailer `,Supermarket,77.0712521,28.4353034
Store 180,9743 Chandler Mission,Fountain Valley,KS,Retailer a,Convenience,77.0753757,28.4343767
Store 181,620 Enrico Avenue,West Rosannatown,KY,Retailer X,Grocery,77.0703921,28.4356719
Store 182,33062 Martin Luther King Boulevard,West Justice,CO,Retailer Y,Grocery,77.0765432,28.4394515
Store 183,7666 Ryan Rapid,Rathchester,TX,Retailer Z,Convenience,77.074775,28.4361429
Store 184,9545 Manor Road,Swaniawskiberg,DE,Retailer [,Convenience,77.0799565,28.4359242
Store 185,95912 The Poplars,North Alyshaton,MA,Retailer \,Grocery,77.0738775,28.436126
Store 186,973 Madison Street,Thornton,SD,Retailer ],Convenience,77.0789727,28.4388585
Store 187,259 Park Place,Beierhaven,MD,Retailer ^,Supermarket,77.0778491,28.4331379
Store 188,9474 Jerrold Alley,Centreville,WI,Retailer _,Supermarket,77.0719289,28.4379309
Store 189,8534 Lurline Bridge,North Brielle,ID,Retailer `,Grocery,77.072002,28.4394102
Store 190,8082 Kutch Villages,Maryjaneberg,OH,Retailer a,Grocery,77.0751312,28.4345231
Store 191,9326 Depot Street,Johnsonbury,WY,Retailer X,Supermarket,77.07592,28.4325149
Store 192,73028 S Franklin Street,Windlerfurt,CO,Retailer Y,Supermarket,77.0749458,28.4348925
Store 193,905 Charity Lodge,North Malinda,AK,Retailer Z,Convenience,77.0721029,28.4313383
Store 194,38723 Candelario Courts,Lompoc,AL,Retailer [,Convenience,77.0730496,28.4384966
Store 195,2364 Queen's Road,Orange,MA,Retailer \,Supermarket,77.0704319,28.431623
Store 196,5512 S 7th Street,Fremont,WV,Retailer ],Convenience,77.0737745,28.4351584
Store 197,542 Rosalyn Court,Fisherton,ND,Retailer ^,Grocery,77.0770033,28.4369747
Store 198,42797 Willow Grove,Aureliefurt,SC,Retailer _,Grocery,77.0724557,28.4373563
Store 199,82684 Reinger Falls,Fort Rae,ID,Retailer `,Supermarket,77.0719785,28.4368349
Store 200,338 Harris Lock,South Kennedyberg,MI,Retailer a,Convenience,77.0782922,28.4376163
Store 201,146 Salisbury Road,New Ernestina,KS,Retailer X,Grocery,77.0724674,28.4340155
Store 202,2567 Cormier Mountain,Emmittfurt,VA,Retailer Y,Convenience,77.0757667,28.4398065
Store 203,88627 Cormier Crossing,Pfefferburgh,CT,Retailer Z,Convenience,77.0710465,28.4350473
Store 204,14673 Monahan Well,San Angelo,NV,Retailer [,Grocery,77.0778818,28.4305222
Store 205,21255 Zoey Port,Virginiestad,MA,Retailer \,Grocery,77.0718474,28.4343534
Store 206,5612 Park Avenue,Cronatown,MT,Retailer ],Grocery,77.0721581,28.4383384
Store 207,647 Lucie Rapid,Kleincester,AR,Retailer ^,Grocery,77.079277,28.4317504
Store 208,539 Adriel Camp,Caitlyntown,UT,Retailer _,Convenience,77.0769799,28.4344012
Store 209,73726 Lake Avenue,Hansenville,AL,Retailer `,Convenience,77.0746303,28.4309839
Store 210,781 Prospect Road,Cronabury,MS,Retailer a,Grocery,77.0728147,28.4338992
Store 211,240 E 7th Street,West Daniella,NV,Retailer X,Supermarket,77.0749786,28.4350168
Store 212,513 Aliya Row,Kayleeberg,MO,Retailer Y,Supermarket,77.0711588,28.4347225
Store 213,484 Ferry Expressway,Gloverberg,CA,Retailer Z,Convenience,77.0701308,28.4323576
Store 214,75864 Windmill Lane,Bergstromcester,OH,Retailer [,Supermarket,77.0776877,28.4393967
Store 215,558 Pine Street,West Assunta,WV,Retailer \,Convenience,77.070418,28.4324494
Store 216,6010 Batz Field,McLaughlinville,LA,Retailer ],Grocery,77.0797125,28.4356277
Store 217,34863 Hammes Via,Fort Joanny,SC,Retailer ^,Grocery,77.0774051,28.439682
Store 218,7527 Jast Forest,Port Julieworth,WV,Retailer _,Convenience,77.0717398,28.4341668
Store 219,49884 Leanne Plains,Smyrna,MS,Retailer `,Convenience,77.0759712,28.4391921
Store 220,22062 Luz Cove,West Babylon,WV,Retailer a,Supermarket,77.0705157,28.4317861
Store 221,2441 Bettye Radial,East Johnnieport,NE,Retailer X,Supermarket,77.0764312,28.4398971
Store 222,878 Hillside Road,South Tarafurt,DE,Retailer Y,Grocery,77.0704377,28.4373515
Store 223,65105 S Washington Street,North Giovanni,IN,Retailer Z,Supermarket,77.0782584,28.4363096
Store 224,201 Poplar Close,Kuphalland,SD,Retailer [,Convenience,77.0725713,28.4306113
Store 225,388 Lehner Squares,McDermottchester,OK,Retailer \,Supermarket,77.0793195,28.433619
Store 226,31457 Layne Terrace,Cartwrightworth,NJ,Retailer ],Convenience,77.0735938,28.4352414
Store 227,210 The Fairway,Albuquerque,VT,Retailer ^,Convenience,77.0713006,28.4377106
Store 228,84012 8th Street,Hayward,MT,Retailer _,Supermarket,77.0796458,28.4356398
Store 229,26836 Jefferson Avenue,Port Maryse,OH,Retailer `,Supermarket,77.0718711,28.4316081
Store 230,5536 Saige Divide,Port Hunterfort,ND,Retailer a,Grocery,77.0786075,28.4366743
Store 231,402 Nikki Curve,Moore,WY,Retailer X,Convenience,77.0757403,28.4310402
Store 232,6706 Hintz Junctions,Napa,MI,Retailer Y,Convenience,77.0756134,28.4336796
Store 233,9003 Grange Road,Fredaland,NC,Retailer Z,Supermarket,77.0732979,28.4310109
Store 234,7260 Fahey Cape,New Darby,PA,Retailer [,Supermarket,77.0785672,28.4308007
Store 235,36773 Jubilee Close,Lake Heathworth,AK,Retailer \,Convenience,77.0745971,28.4343488
Store 236,3549 Veum Station,Simi Valley,ND,Retailer ],Convenience,77.0722028,28.4302113
Store 237,7265 Hilpert Oval,Jurupa Valley,VA,Retailer ^,Supermarket,77.0717808,28.4362448
Store 238,9484 Lebsack Stravenue,South Loyceberg,WV,Retailer _,Convenience,77.0708862,28.4375317
Store 239,1253 Keith Orchard,Fort Shea,AL,Retailer `,Supermarket,77.07532,28.4371054
Store 240,7420 Israel Valleys,Lake Leatha,NY,Retailer a,Supermarket,77.0751446,28.4384498
Store 241,11245 Schumm Keys,Lake Gersonfield,NV,Retailer X,Convenience,77.0739275,28.4301749
Store 242,157 Greenville Road,Jastcester,MN,Retailer Y,Supermarket,77.0742076,28.4394665
Store 243,1833 Elsie Forge,Lake Chadd,NM,Retailer Z,Grocery,77.0732275,28.4394562
Store 244,88832 Karelle Points,Jacobiberg,FL,Retailer [,Grocery,77.0765849,28.4324954
Store 245,5157 Gislason Place,Florissant,RI,Retailer \,Supermarket,77.0749559,28.4369244
Store 246,794 Sanford Forge,East Eloy,HI,Retailer ],Grocery,77.0793778,28.432901
Store 247,30930 Frami Manor,Lake Hailey,IA,Retailer ^,Supermarket,77.0726094,28.4332808
Store 248,8793 Hamill Parkways,Swaniawskifort,NY,Retailer _,Supermarket,77.0731677,28.4369092
Store 249,5598 Ludie Extension,Anastacioton,GA,Retailer `,Grocery,77.0765045,28.4321253
Store 250,89169 Stiedemann Rest,Cummeratafield,TX,Retailer a,Grocery,77.0735699,28.4374434
Store 251,96459 Robb Circle,Fort Pierce,ND,Retailer X,Grocery,77.0703916,28.438341
Store 252,2994 Moss Lane,D'Amoreview,KS,Retailer Y,Grocery,77.0787856,28.4304686
Store 253,8453 Bartoletti Extensions,Effertzberg,CA,Retailer Z,Supermarket,77.0729199,28.4367847
Store 254,91674 Dejah Crossroad,New Reedchester,KS,Retailer [,Convenience,77.0705293,28.4318202
Store 255,9259 Park Crescent,Imeldashire,AK,Retailer \,Convenience,77.0752767,28.4381662
Store 256,6970 Borer Junction,Raynorport,AK,Retailer ],Convenience,77.0797399,28.4360292
Store 257,5525 Jordyn Manor,East Kristoffer,LA,Retailer ^,Supermarket,77.0747506,28.4365864
Store 258,87304 Lincoln Street,Chaimhaven,KY,Retailer _,Grocery,77.0709968,28.4343227
Store 259,39432 Gaston Manor,Zacheryhaven,MA,Retailer `,Grocery,77.0716221,28.4339041
Store 260,77195 Hand Junctions,Goodwinfort,DE,Retailer a,Grocery,77.0732572,28.4329946
Store 261,204 The Lane,East America,TX,Retailer X,Convenience,77.0727797,28.436268
Store 262,645 Hermann Pine,North Marcelburgh,SD,Retailer Y,Convenience,77.0743748,28.4394901
Store 263,18832 Elaina Port,South Mozell,WV,Retailer Z,Convenience,77.0710191,28.4380352
Store 264,9641 Tanya Wells,Mooreside,OR,Retailer [,Convenience,77.0755255,28.4363982
Store 265,581 Bode Course,Wichita,WY,Retailer \,Convenience,77.0726135,28.4300363
Store 266,61099 Hickle Green,Winston-Salem,WI,Retailer ],Convenience,77.0778211,28.4378729
Store 267,20281 Church Hill,East Aryannamouth,AL,Retailer ^,Convenience,77.0720742,28.4361566
Store 268,73372 The Spinney,South Bend,IA,Retailer _,Convenience,77.0796776,28.4390623
Store 269,52602 Park Crescent,Weberhaven,KS,Retailer `,Grocery,77.0763029,28.439042
Store 270,535 N 7th Street,North Kristoferfort,MO,Retailer a,Supermarket,77.0728549,28.4335612
Store 271,607 Zboncak Circles,Lexieport,NY,Retailer X,Convenience,77.0747816,28.4338919
Store 272,2364 Spencer Prairie,Kerlukeborough,DE,Retailer Y,Supermarket,77.0716581,28.4377796
Store 273,9591 Mulberry Street,Alexandrostead,AZ,Retailer Z,Convenience,77.0751301,28.43847
Store 274,8655 Airport Road,Watsicatown,SD,Retailer [,Supermarket,77.0752971,28.4340866
Store 275,14383 Kreiger Shoals,Joliet,NE,Retailer \,Supermarket,77.0703994,28.4377519
Store 276,490 Scarlett Club,Stephanyshire,NY,Retailer ],Convenience,77.0767733,28.4333629
Store 277,7866 Broadway Avenue,Hoover,MI,Retailer ^,Convenience,77.0705993,28.4362192
Store 278,390 Park Avenue,Port Medaboro,CO,Retailer _,Convenience,77.0766474,28.4337348
Store 279,62604 Main Street N,New Brendan,IN,Retailer `,Supermarket,77.0740335,28.4343891
Store 280,824 Marquardt Fork,Elmiraburgh,AZ,Retailer a,Grocery,77.0728622,28.4393544
Store 281,4913 Bednar Highway,North Elinoreborough,CT,Retailer X,Supermarket,77.0731561,28.432837
Store 282,309 Miller Tunnel,Lake Doug,MI,Retailer Y,Grocery,77.0740577,28.4323631
Store 283,48857 Lincoln Avenue,New Ronny,MO,Retailer Z,Supermarket,77.0749386,28.4389619
Store 284,5690 Common Lane,Bayerberg,OR,Retailer [,Convenience,77.072364,28.4300778
Store 285,3427 N Locust Street,Port Florencioview,MD,Retailer \,Grocery,77.0777308,28.4346277
