storeName,storeAddress,cityName,regionName,retailerName,storeType,storeLongitude,storeLatitude
"Store 22","1347 Heaney Loaf","Pfannerstillfort","NJ","Retailer Y","Grocery","77.0769016","28.4399637"
"Store 23","21881 W Elm Street","Jerdecester","MI","Retailer Z","Convenience","77.0741721","28.4312417"
"Store 24","7738 The Causeway","Bettyeburgh","NE","Retailer [","Supermarket","77.0713211","28.4385503"
"Store 25","223 Ludie Flat","West Benny","IA","Retailer \","Grocery","77.0795947","28.4339765"
"Store 26","587 Alivia Islands","Huntersville","FL","Retailer ]","Convenience","77.0761257","28.4352201"
"Store 27","7206 Owen Point","Bartellstead","ID","Retailer ^","Supermarket","77.0713004","28.4344446"
"Store 28","34251 Carleton Extensions","Port Constance","MT","Retailer _","Grocery","77.0739517","28.4398328"
"Store 29","6451 S Central Avenue","West Margaretcester","RI","Retailer `","Supermarket","77.0762132","28.4317879"
"Store 30","792 King Overpass","Port Brooklynchester","AZ","Retailer a","Supermarket","77.0704332","28.4385809"
"Store 31","520 Deontae Crossroad","North Berenice","NY","Retailer X","Convenience","77.0789287","28.4302563"
"Store 32","3973 Macejkovic Orchard","Bell Gardens","IA","Retailer Y","Convenience","77.0759658","28.4333393"
"Store 33","4153 N 9th Street","Dexterboro","GA","Retailer Z","Grocery","77.0732932","28.4335831"
"Store 34","7298 Hodkiewicz Green","Fort Gerardport","FL","Retailer [","Convenience","77.0740407","28.4386141"
"Store 35","1403 Wood Street","Leraworth","AR","Retailer \","Supermarket","77.0754947","28.4385511"
"Store 36","546 W 6th Avenue","Simi Valley","NM","Retailer ]","Grocery","77.0798761","28.4379502"
"Store 37","942 Zulauf Harbors","Hermanburgh","NC","Retailer ^","Convenience","77.0769086","28.4323630"
"Store 38","7410 Birch Avenue","Enid","LA","Retailer _","Convenience","77.0777156","28.4371220"
"Store 39","4102 Wilfred Track","West Axeltown","AZ","Retailer `","Convenience","77.0796713","28.4398086"
"Store 40","8856 O'Reilly Street","Arlomouth","NE","Retailer a","Grocery","77.0709728","28.4344583"
"Store 41","766 Keanu Lock","Robertfort","NH","Retailer X","Convenience","77.0768931","28.4377153"
"Store 42","48687 Madison Street","West Casimer","WI","Retailer Y","Convenience","77.0756695","28.4348201"
"Store 43","9381 Waverley Road","Fort Jacey","IA","Retailer Z","Grocery","77.0752192","28.4302511"
"Store 44","1213 Birch Road","Murrayfield","MS","Retailer [","Supermarket","77.0775407","28.4315221"
"Store 45","914 Abdul Parkway","New Will","RI","Retailer \","Supermarket","77.0776538","28.4369308"
"Store 46","25144 Noe Islands","Lillaland","ND","Retailer ]","Convenience","77.0789088","28.4357655"
"Store 47","396 Jacobi Burg","East Bernice","SD","Retailer ^","Supermarket","77.0787093","28.4307723"
"Store 48","5713 Weissnat Plains","Biloxi","MN","Retailer _","Supermarket","77.0715680","28.4332668"
"Store 49","568 E Grand Avenue","South Jailyn","IN","Retailer `","Convenience","77.0797079","28.4357500"
"Store 50","83676 Cliff Road","Osbornecester","MO","Retailer a","Convenience","77.0748632","28.4331551"
"Store 51","52996 Camden Loaf","Midwest City","FL","Retailer X","Convenience","77.0757004","28.4351969"
"Store 52","26415 Brookside","Cleveland","AK","Retailer Y","Convenience","77.0730449","28.4304671"
"Store 53","716 Margaret Coves","Hegmannbury","KY","Retailer Z","Grocery","77.0714320","28.4353609"
"Store 54","887 Emard Mill","Kingboro","AR","Retailer [","Grocery","77.0737704","28.4353813"
"Store 55","291 Caroline Extension","Darenshire","MS","Retailer \","Supermarket","77.0779102","28.4389798"
"Store 56","3693 Terrance Rue","Port Clint","RI","Retailer ]","Convenience","77.0729019","28.4302461"
"Store 57","29344 E North Street","West Brock","VT","Retailer ^","Grocery","77.0740816","28.4385186"
"Store 58","53317 Windsor Close","South Markusstead","DE","Retailer _","Grocery","77.0730599","28.4395877"
"Store 59","33879 Gilda Pike","Pompano Beach","MD","Retailer `","Convenience","77.0774332","28.4393409"
"Store 60","137 The Rise","Lodi","AL","Retailer a","Supermarket","77.0719110","28.4380470"
"Store 61","5669 Tower Road","Hoppeview","MO","Retailer X","Supermarket","77.0719951","28.4337263"
"Store 62","94140 Church Path","West Calemouth","AZ","Retailer Y","Grocery","77.0756650","28.4344672"
"Store 63","380 Runolfsson Expressway","Weberfurt","KY","Retailer Z","Grocery","77.0728065","28.4300588"
"Store 64","44197 Max Valley","Lake Danielle","IN","Retailer [","Convenience","77.0793675","28.4364204"
"Store 65","112 Luella Trace","College Station","HI","Retailer \","Supermarket","77.0765448","28.4342348"
"Store 66","6842 Runte Lake","Kaseycester","OK","Retailer ]","Grocery","77.0727241","28.4301292"
"Store 67","901 Sophie Mountains","North Alana","UT","Retailer ^","Grocery","77.0723308","28.4349206"
"Store 68","201 Cummerata Mall","North Eliezerton","LA","Retailer _","Supermarket","77.0708930","28.4326100"
"Store 69","31066 Cedrick Rapid","Lake Eleanorafurt","VT","Retailer `","Supermarket","77.0732948","28.4389973"
"Store 70","8331 S Walnut Street","Bethesda","MO","Retailer a","Convenience","77.0781457","28.4312076"
"Store 71","30746 Greenfelder Run","Lake Ceciliahaven","MO","Retailer X","Supermarket","77.0702445","28.4396299"
"Store 72","1978 Schowalter Falls","Thompsonberg","NV","Retailer Y","Convenience","77.0750945","28.4353058"
"Store 73","927 Helga Row","Otistown","DE","Retailer Z","Convenience","77.0742679","28.4314146"
"Store 74","457 S Broadway","Berniceport","IN","Retailer [","Supermarket","77.0776134","28.4395978"
"Store 75","54495 Sylvia Rapids","North Ardella","CT","Retailer \","Supermarket","77.0771351","28.4399803"
"Store 76","81462 3rd Street","New Rochelle","OH","Retailer ]","Convenience","77.0723654","28.4338904"
"Store 77","13607 Rolfson Fords","Alexannecester","WV","Retailer ^","Convenience","77.0720550","28.4346571"
"Store 78","5001 Mary Street","South Presley","AR","Retailer _","Grocery","77.0780472","28.4374976"
"Store 79","5740 Rodriguez Avenue","Fond du Lac","IA","Retailer `","Convenience","77.0728731","28.4392162"
"Store 80","42203 Rolfson Views","Edwardbury","IL","Retailer a","Convenience","77.0780768","28.4336891"
"Store 81","88523 Coty Neck","Bauchview","AR","Retailer X","Supermarket","77.0785350","28.4328191"
"Store 82","2257 Lily Square","New Crawford","CT","Retailer Y","Grocery","77.0747541","28.4346015"
"Store 83","81150 Barrows Burgs","Parisianstad","VT","Retailer Z","Supermarket","77.0725889","28.4305354"
"Store 84","932 Poplar Street","Lorenzoshire","ND","Retailer [","Convenience","77.0705985","28.4392628"
"Store 85","14496 Jimmie Mews","Okunevaland","KS","Retailer \","Grocery","77.0780494","28.4327310"
"Store 86","63678 E Oak Street","North Kameronmouth","NJ","Retailer ]","Grocery","77.0701781","28.4326392"
"Store 87","35272 Beryl Rapids","Williamsonbury","WA","Retailer ^","Grocery","77.0746156","28.4306051"
"Store 88","82856 Blanda Bypass","South Enidfield","MS","Retailer _","Grocery","77.0703016","28.4356394"
"Store 89","42406 Wilkinson Extensions","Eliseberg","DE","Retailer `","Grocery","77.0744919","28.4378305"
"Store 90","8396 Quigley Gateway","Abshireville","NC","Retailer a","Supermarket","77.0765003","28.4396060"
"Store 91","296 Market Street","South Haskell","NE","Retailer X","Supermarket","77.0737569","28.4343470"
"Store 92","72540 Tracy Square","South Boydfield","MT","Retailer Y","Grocery","77.0711396","28.4305931"
"Store 93","333 N Poplar Street","Fort Adolfocester","IL","Retailer Z","Supermarket","77.0725517","28.4397771"
"Store 94","97710 Coronation Avenue","Cicerostad","FL","Retailer [","Grocery","77.0740928","28.4376260"
"Store 95","8910 Walnut Street","Port Richie","TN","Retailer \","Supermarket","77.0710868","28.4395944"
"Store 96","1277 Harber Inlet","Marinahaven","NJ","Retailer ]","Convenience","77.0781855","28.4316587"
"Store 97","81501 Marilou Fords","Gerholdcester","TN","Retailer ^","Supermarket","77.0700005","28.4373571"
"Store 98","405 W 7th Street","Kohlerfield","CO","Retailer _","Supermarket","77.0731751","28.4313574"
"Store 99","435 Maple Close","Adamsside","ID","Retailer `","Grocery","77.0795257","28.4327840"
"Store 100","224 Derwent Close","Jordaneland","NH","Retailer a","Grocery","77.0762513","28.4388912"
"Store 101","99784 Hintz Skyway","North Gennarobury","NM","Retailer X","Convenience","77.0747181","28.4348954"
"Store 102","6201 W Broadway","West Torrey","TN","Retailer Y","Supermarket","77.0737526","28.4339952"
"Store 103","2541 S 3rd Street","Dorisboro","MO","Retailer Z","Convenience","77.0770905","28.4305517"
"Store 104","910 Murphy Causeway","Tyler","NY","Retailer [","Supermarket","77.0714739","28.4302173"
"Store 105","73885 Wade Ports","Port Kristina","OR","Retailer \","Supermarket","77.0797965","28.4346679"
"Store 106","8775 Vicarage Close","Port Thelma","AK","Retailer ]","Grocery","77.0766592","28.4302731"
"Store 107","6294 Funk Pass","San Ramon","ID","Retailer ^","Grocery","77.0778730","28.4340225"
"Store 108","308 Bailey Plains","Battle Creek","NC","Retailer _","Grocery","77.0709407","28.4326177"
"Store 109","868 Rice Fall","Clifton","IN","Retailer `","Convenience","77.0792492","28.4381309"
"Store 110","831 Justice Manor","North Meghanchester","VA","Retailer a","Supermarket","77.0705073","28.4362360"
"Store 111","94489 Melisa Wall","Trompborough","FL","Retailer X","Convenience","77.0705696","28.4390144"
"Store 112","846 Brad Hollow","Danbury","NC","Retailer Y","Grocery","77.0767196","28.4380563"
"Store 113","1441 Vilma Neck","Port Aureliafield","VT","Retailer Z","Grocery","77.0792641","28.4307830"
"Store 114","78128 Alena Points","Brandynfield","NV","Retailer [","Supermarket","77.0724457","28.4329398"
"Store 115","67932 Karl Pine","East Malvina","IL","Retailer \","Grocery","77.0748619","28.4330468"
"Store 116","33160 Stracke Freeway","Lonnybury","PA","Retailer ]","Supermarket","77.0739850","28.4385790"
"Store 117","20071 Ashleigh Parkway","West Gaston","MD","Retailer ^","Convenience","77.0718134","28.4344296"
"Store 118","733 Johnathon Key","Hyattshire","AZ","Retailer _","Convenience","77.0751146","28.4348747"
"Store 119","77400 Meadow Way","New Kelleyshire","AL","Retailer `","Supermarket","77.0728718","28.4382068"
"Store 120","24424 Funk Viaduct","Schillerhaven","AZ","Retailer a","Convenience","77.0757490","28.4340613"
"Store 121","7964 4th Avenue","South Keyon","IN","Retailer X","Convenience","77.0747886","28.4305511"
"Store 122","67636 Lester Hill","New Shannytown","MD","Retailer Y","Convenience","77.0773860","28.4336195"
"Store 123","6626 Bradtke Dam","Paucekbury","IL","Retailer Z","Convenience","77.0714193","28.4386438"
"Store 124","310 Raina Well","Spencerhaven","CT","Retailer [","Supermarket","77.0791199","28.4303907"
"Store 125","604 The Ridgeway","Meaghanland","NM","Retailer \","Grocery","77.0752139","28.4359750"
"Store 126","832 Waverley Road","Spring","DE","Retailer ]","Supermarket","77.0783991","28.4319118"
"Store 127","91830 Bartholome Gardens","Thielshire","AK","Retailer ^","Grocery","77.0749427","28.4340313"
"Store 128","71288 Orchard Lane","New Hugh","OH","Retailer _","Grocery","77.0767692","28.4350289"
"Store 129","21314 Church View","Port Emeliashire","VA","Retailer `","Supermarket","77.0723936","28.4366725"
"Store 130","1567 Cavendish Road","Botsfordside","MN","Retailer a","Grocery","77.0711649","28.4308550"
"Store 131","7392 Prospect Place","Lonnieborough","RI","Retailer X","Grocery","77.0755900","28.4304792"
"Store 132","80907 Meadow Close","Fort Noble","ND","Retailer Y","Convenience","77.0751702","28.4393693"
"Store 133","65323 Runolfsdottir Orchard","Mckaylachester","ME","Retailer Z","Supermarket","77.0742294","28.4340106"
"Store 134","34395 Richmond Ridges","Rippinshire","MI","Retailer [","Supermarket","77.0760931","28.4388486"
"Store 135","83292 Princess Street","Ivybury","LA","Retailer \","Grocery","77.0786656","28.4322286"
"Store 136","2759 Veum Centers","East Catherineburgh","NV","Retailer ]","Supermarket","77.0775540","28.4365553"
"Store 137","5162 E Main","Cathyville","NE","Retailer ^","Grocery","77.0729713","28.4332779"
"Store 138","12914 Chapel Close","Palm Bay","AR","Retailer _","Supermarket","77.0714404","28.4300047"
"Store 139","2248 Zboncak Knolls","New Celestinemouth","DE","Retailer `","Grocery","77.0707165","28.4301389"
"Store 140","10986 Gloucester Road","Conniefurt","CO","Retailer a","Supermarket","77.0761456","28.4331191"
"Store 141","395 Feeney Forest","Aureliachester","WI","Retailer X","Supermarket","77.0761903","28.4308163"
"Store 142","841 Opal Grove","North Meagan","KS","Retailer Y","Grocery","77.0705619","28.4347771"
"Store 143","9715 Devon Knolls","East D'angelo","MT","Retailer Z","Grocery","77.0723557","28.4307525"
"Store 144","361 Block Well","North Gracielatown","TN","Retailer [","Supermarket","77.0753350","28.4317948"
"Store 145","6188 Hawthorn Avenue","East Josefaton","NM","Retailer \","Grocery","77.0731482","28.4350761"
"Store 146","759 Thompson Run","Loristad","OK","Retailer ]","Grocery","77.0774089","28.4312182"
"Store 147","6275 Golda Islands","West Loyal","NE","Retailer ^","Supermarket","77.0749289","28.4335712"
"Store 148","4129 Wiegand Throughway","East Lonieshire","OK","Retailer _","Grocery","77.0781466","28.4346489"
"Store 149","476 Harber Courts","Fort Demondberg","IN","Retailer `","Convenience","77.0751787","28.4396367"
"Store 150","5567 Everett Passage","Cletabury","SC","Retailer a","Supermarket","77.0766684","28.4340577"
"Store 151","39984 Talbot Road","Newport Beach","IN","Retailer X","Grocery","77.0700812","28.4340111"
"Store 152","125 Greenfelder Ferry","Port Lauren","IA","Retailer Y","Supermarket","77.0753188","28.4367248"
"Store 153","26134 N Chestnut Street","Runtechester","OH","Retailer Z","Convenience","77.0742359","28.4311851"
"Store 154","3346 Joan Summit","Bessiehaven","KY","Retailer [","Supermarket","77.0729080","28.4354245"
"Store 155","8985 Lang Tunnel","Einarborough","HI","Retailer \","Supermarket","77.0747058","28.4305335"
"Store 156","5268 Ellsworth Fields","Kareembury","IA","Retailer ]","Convenience","77.0775676","28.4335384"
"Store 157","793 Spruce Street","South Jordoncester","VT","Retailer ^","Grocery","77.0756002","28.4366834"
"Store 158","949 Schroeder Creek","Keeganhaven","FL","Retailer _","Convenience","77.0734896","28.4326824"
"Store 159","22259 Ceasar Fork","Newton","ID","Retailer `","Supermarket","77.0720528","28.4386141"
"Store 160","2697 Fahey Meadows","Waterloo","WA","Retailer a","Grocery","77.0720424","28.4372009"
"Store 161","8054 Dooley Lock","New Heidi","RI","Retailer X","Grocery","77.0707257","28.4390276"
"Store 162","69259 Lang Trail","Zechariahburgh","UT","Retailer Y","Convenience","77.0729327","28.4378651"
"Store 163","5026 Garland Lodge","Hiltonworth","WV","Retailer Z","Convenience","77.0772564","28.4365201"
"Store 164","680 Erdman Pine","North Kamrynbury","MS","Retailer [","Supermarket","77.0743866","28.4351216"
"Store 165","86027 Carroll Course","Port Jeramieburgh","MO","Retailer \","Convenience","77.0771816","28.4360795"
"Store 166","23824 Dianna Brooks","West Carlosview","KY","Retailer ]","Grocery","77.0703264","28.4344438"
"Store 167","5656 Skyla Shoal","Sterling Heights","CT","Retailer ^","Grocery","77.0717231","28.4345441"
"Store 168","527 Yost Alley","West Palm Beach","OR","Retailer _","Grocery","77.0765150","28.4363715"
"Store 169","8406 Alvis Lane","Pfefferville","ME","Retailer `","Grocery","77.0724045","28.4303819"
"Store 170","58957 Lulu Mews","South Kailynhaven","ND","Retailer a","Supermarket","77.0705949","28.4351269"
"Store 171","4406 Madison Avenue","Port Carmelo","MT","Retailer X","Grocery","77.0752037","28.4331120"
"Store 172","2573 Klocko Meadows","Port Reggie","WY","Retailer Y","Convenience","77.0726631","28.4376376"
"Store 173","541 Clement River","East Marlonshire","KY","Retailer Z","Supermarket","77.0718264","28.4311112"
"Store 174","78723 Ashley Pine","Gwenfield","OR","Retailer [","Grocery","77.0756010","28.4394470"
"Store 175","69550 Howard Road","New Patsyton","UT","Retailer \","Convenience","77.0724587","28.4376843"
"Store 176","1939 Boyle Knolls","Imaniburgh","ME","Retailer ]","Supermarket","77.0782318","28.4359010"
"Store 177","939 Metz Underpass","Predovicberg","PA","Retailer ^","Convenience","77.0760264","28.4356074"
"Store 178","64499 Deja Rapids","Woodland","UT","Retailer _","Supermarket","77.0772739","28.4330050"
"Store 179","381 Grange Close","New Tyler","PA","Retailer `","Convenience","77.0710285","28.4354731"
"Store 180","3648 The Woodlands","West Santos","SD","Retailer a","Convenience","77.0757706","28.4343703"
"Store 181","7105 N 4th Street","Port Yvonne","NC","Retailer X","Grocery","77.0747406","28.4314146"
"Store 182","6719 Izabella Forges","Lake Ismael","RI","Retailer Y","Grocery","77.0710587","28.4377787"
"Store 183","51220 Brakus Coves","Ambroseberg","CT","Retailer Z","Grocery","77.0755160","28.4322635"
"Store 184","346 Lexus Rue","Cambridge","NY","Retailer [","Grocery","77.0756061","28.4339275"
"Store 185","426 Joanne Club","Lueilwitzchester","CA","Retailer \","Supermarket","77.0743771","28.4338763"
"Store 186","950 Riverside Drive","El Paso","TX","Retailer ]","Grocery","77.0743623","28.4302271"
"Store 187","4057 Marisa Drive","West Stacy","ND","Retailer ^","Supermarket","77.0743193","28.4331824"
"Store 188","4321 Tillman Flat","Prohaskaborough","WY","Retailer _","Grocery","77.0776002","28.4390159"
"Store 189","21037 Lubowitz Dale","Omaha","MO","Retailer `","Grocery","77.0775681","28.4348624"
"Store 190","7938 Bartell Plains","Fort Lottie","MT","Retailer a","Grocery","77.0749858","28.4386534"
"Store 191","8731 O'Reilly Spring","Lake Porterfort","VT","Retailer X","Supermarket","77.0781307","28.4370028"
"Store 192","5761 Magnus Cliff","Goldnerfield","OR","Retailer Y","Grocery","77.0764950","28.4340212"
"Store 193","9174 Wisozk Fields","Rempelbury","PA","Retailer Z","Convenience","77.0766241","28.4363251"
"Store 194","9615 Ross Valleys","The Hammocks","IL","Retailer [","Convenience","77.0730770","28.4316108"
"Store 195","594 W Maple Street","Langville","OK","Retailer \","Supermarket","77.0798252","28.4380161"
"Store 196","7234 Jast Via","Port Amanistad","UT","Retailer ]","Grocery","77.0713674","28.4371692"
"Store 197","6048 Muller Garden","Gerlachcester","WV","Retailer ^","Convenience","77.0761711","28.4305777"
"Store 198","7861 Sheldon Knoll","Garettshire","NC","Retailer _","Convenience","77.0705592","28.4346941"
"Store 199","5467 Armando Ridges","Haverhill","TX","Retailer `","Grocery","77.0789888","28.4367348"
"Store 200","43629 Wiley Light","Port Mckenzie","CT","Retailer a","Convenience","77.0787826","28.4315586"
"Store 201","296 Senger Row","Hermanfurt","NJ","Retailer X","Supermarket","77.0735049","28.4397738"
"Store 202","42684 Rowe Club","North Emeliestead","NJ","Retailer Y","Convenience","77.0725052","28.4365913"
"Store 203","348 Chestnut Drive","Fort Reginaldfield","CT","Retailer Z","Supermarket","77.0747598","28.4372573"
"Store 204","308 Ursula Club","Fort Eleanoraworth","OR","Retailer [","Convenience","77.0707309","28.4367891"
"Store 205","5689 Stanford Port","North Chadrickville","WA","Retailer \","Supermarket","77.0710216","28.4380497"
"Store 206","113 N Elm Street","Aliabury","MD","Retailer ]","Supermarket","77.0712986","28.4323491"
"Store 207","76065 Kohler Loop","West Hartford","MA","Retailer ^","Convenience","77.0749945","28.4325893"
"Store 208","7440 S Central Avenue","O'Keefestad","SD","Retailer _","Convenience","77.0755155","28.4362950"
"Store 209","372 Sonia Branch","Bonitaside","NC","Retailer `","Grocery","77.0712097","28.4317710"
"Store 210","97614 O'Reilly Courts","Flatleystead","CT","Retailer a","Convenience","77.0706297","28.4313017"
"Store 211","91117 E Central Avenue","El Cajon","TN","Retailer X","Grocery","77.0780000","28.4350105"
"Store 212","2743 Lue Roads","West Otilia","AK","Retailer Y","Convenience","77.0744878","28.4391451"
"Store 213","272 Railway Street","West Madisynshire","IL","Retailer Z","Grocery","77.0713834","28.4310548"
"Store 214","92432 Matteo Spurs","New Barry","VA","Retailer [","Grocery","77.0779922","28.4304630"
"Store 215","78080 West Avenue","West Ryan","MT","Retailer \","Grocery","77.0717949","28.4316638"
"Store 216","276 Rolando Pass","Crystalville","SD","Retailer ]","Convenience","77.0751293","28.4395932"
"Store 217","184 Alana Flat","New Edd","KY","Retailer ^","Convenience","77.0798147","28.4342193"
"Store 218","76089 Bernhard Mills","North Michael","WA","Retailer _","Convenience","77.0796027","28.4381541"
"Store 219","895 Abernathy Walk","North Ednaville","NE","Retailer `","Supermarket","77.0776261","28.4342287"
"Store 220","99842 Kali Courts","Lourdesboro","AK","Retailer a","Supermarket","77.0752600","28.4318396"
"Store 221","92891 Green Lane","South Edwardo","MN","Retailer X","Convenience","77.0702872","28.4373111"
"Store 222","57075 Cummerata Circle","West Nasir","TN","Retailer Y","Convenience","77.0757067","28.4377508"
"Store 223","94103 5th Avenue","Port Conorboro","MO","Retailer Z","Convenience","77.0700146","28.4346934"
"Store 224","8316 Veda Way","Stiedemannchester","WI","Retailer [","Supermarket","77.0719618","28.4368928"
"Store 225","96228 York Street","West Delaneyshire","KY","Retailer \","Grocery","77.0777099","28.4305365"
"Store 226","9137 Jayde Gateway","Lake Jamieport","AR","Retailer ]","Convenience","77.0708658","28.4370968"
"Store 227","9967 Hessel Wells","South Mckaylacester","OK","Retailer ^","Supermarket","77.0769370","28.4352372"
"Store 228","3727 Nathanial Orchard","Dayton","UT","Retailer _","Convenience","77.0703719","28.4345973"
"Store 229","39793 Morar Forest","West Sophiestead","CO","Retailer `","Grocery","77.0741196","28.4314117"
"Store 230","641 Orchard Road","East Garrickboro","NV","Retailer a","Convenience","77.0723900","28.4349934"
"Store 231","578 Feest Village","Kirkland","MN","Retailer X","Grocery","77.0750432","28.4331725"
"Store 232","504 Balmoral Road","Port Ottilieshire","MI","Retailer Y","Supermarket","77.0728897","28.4393756"
"Store 233","6796 Wiegand View","East Devynville","NM","Retailer Z","Supermarket","77.0726960","28.4353531"
"Store 234","262 Murray Well","Beahanfort","RI","Retailer [","Convenience","77.0780846","28.4331671"
"Store 235","19497 Green Street","East Noemi","ME","Retailer \","Grocery","77.0710172","28.4381508"
"Store 236","77443 Lee Street","East Marlen","IL","Retailer ]","Supermarket","77.0798911","28.4359839"
"Store 237","87851 Kunde Freeway","Port Priscilla","UT","Retailer ^","Supermarket","77.0787653","28.4304758"
"Store 238","534 Prospect Avenue","Theodoreburgh","KS","Retailer _","Supermarket","77.0723414","28.4339505"
"Store 239","35190 W Oak Street","Cummingsboro","ME","Retailer `","Convenience","77.0705580","28.4333253"
"Store 240","467 Clarence Road","New Rosannaton","NM","Retailer a","Grocery","77.0784158","28.4392571"
"Store 241","2622 Monty Manors","Antoinetteborough","OK","Retailer X","Convenience","77.0750035","28.4364516"
"Store 242","31371 S Bridge Street","Minot","ME","Retailer Y","Supermarket","77.0752667","28.4323633"
"Store 243","127 Elm Close","Citrus Heights","VA","Retailer Z","Grocery","77.0789732","28.4346583"
"Store 244","407 Rogahn Isle","Fort Mossie","MD","Retailer [","Convenience","77.0731929","28.4323893"
"Store 245","646 Alize Manors","Littlebury","FL","Retailer \","Supermarket","77.0708752","28.4311320"
"Store 246","60420 Jeffery Lock","Melisaworth","AK","Retailer ]","Grocery","77.0728344","28.4304856"
"Store 247","543 E Jackson Street","East Major","TN","Retailer ^","Convenience","77.0702440","28.4339241"
"Store 248","18192 Marcia Mountains","Emeliaview","RI","Retailer _","Convenience","77.0797694","28.4347523"
"Store 249","88122 Beach Road","East Rene","VT","Retailer `","Supermarket","77.0748187","28.4333694"
"Store 250","168 Bruen Wall","Alexandria","NH","Retailer a","Grocery","77.0704567","28.4366718"
"Store 251","2990 Mueller Crest","Fort Idell","NM","Retailer X","Grocery","77.0728513","28.4317540"
"Store 252","698 Uriah Island","Trystanworth","TX","Retailer Y","Supermarket","77.0734825","28.4385514"
"Store 253","689 Konopelski Hills","Leraville","PA","Retailer Z","Supermarket","77.0799952","28.4356837"
"Store 254","142 16th Street","East Arch","AR","Retailer [","Grocery","77.0714517","28.4323252"
"Store 255","4976 Koepp Spurs","Turnercester","NV","Retailer \","Grocery","77.0723024","28.4334480"
"Store 256","89911 S Jefferson Street","Pinellas Park","CT","Retailer ]","Supermarket","77.0744415","28.4350523"
"Store 257","279 N Division Street","Paucekcester","KY","Retailer ^","Convenience","77.0797034","28.4385812"
"Store 258","1027 Emmerich Prairie","Chadrickville","OK","Retailer _","Grocery","77.0764960","28.4374354"
"Store 259","8901 Cruickshank Extension","New Santinaboro","CO","Retailer `","Supermarket","77.0740913","28.4308396"
"Store 260","1088 Dina Brooks","East Kurtismouth","NV","Retailer a","Supermarket","77.0742250","28.4331905"
"Store 261","90922 Beaulah Road","New Allan","CO","Retailer X","Supermarket","77.0779348","28.4391204"
"Store 262","60456 Muller Branch","Millsburgh","MN","Retailer Y","Convenience","77.0764961","28.4345144"
"Store 263","64728 Zieme Lane","Wintheisertown","KS","Retailer Z","Grocery","77.0729591","28.4372641"
"Store 264","681 Cumberland Street","South Valley","MI","Retailer [","Convenience","77.0796140","28.4309421"
"Store 265","5953 Weber Forge","Maggioton","LA","Retailer \","Convenience","77.0721779","28.4381273"
"Store 266","72909 Davis Mountain","South Kristofer","MO","Retailer ]","Convenience","77.0710293","28.4323567"
"Store 267","57182 Paucek Branch","Handboro","TX","Retailer ^","Convenience","77.0715684","28.4353830"
"Store 268","131 Rowe Heights","Baltimore","ME","Retailer _","Grocery","77.0777222","28.4396662"
"Store 269","637 Esperanza Ways","Alfredburgh","NV","Retailer `","Supermarket","77.0743545","28.4362500"
"Store 270","48691 Timmothy Lock","Willisport","MT","Retailer a","Convenience","77.0747921","28.4305621"
"Store 271","29429 Okuneva Ramp","Osinskiside","SC","Retailer X","Grocery","77.0719629","28.4385821"
