storeName,storeAddress,cityName,regionName,retailerName,storeType,storeLongitude,storeLatitude
"Store 36","895 Meadow Lane","South Julio","MD","Retailer ]","Convenience","77.0725611","28.4395829"
"Store 37","12195 Cherry Tree Close","Novato","OR","Retailer ^","Convenience","77.0723240","28.4331963"
"Store 38","9700 Jayda Village","Highlands Ranch","ND","Retailer _","Supermarket","77.0735484","28.4346981"
"Store 39","194 Garland Fort","Enid","SD","Retailer `","Convenience","77.0778375","28.4372909"
"Store 40","901 Austyn Knoll","Erdmanburgh","DE","Retailer a","Supermarket","77.0782383","28.4345767"
"Store 41","3229 East Avenue","Angelitabury","WI","Retailer X","Grocery","77.0739578","28.4318759"
"Store 42","7906 E Water Street","Texas City","WA","Retailer Y","Grocery","77.0770841","28.4392960"
"Store 43","6120 Powlowski Burg","O'Reillyland","NH","Retailer Z","Supermarket","77.0720356","28.4372968"
"Store 44","263 Von Cape","South Ladariusmouth","OK","Retailer [","Convenience","77.0709484","28.4349712"
"Store 45","88947 Dion Crescent","Fadelstad","MT","Retailer \","Convenience","77.0762952","28.4321973"
"Store 46","55651 Pennsylvania Avenue","Gabriellamouth","MI","Retailer ]","Convenience","77.0755834","28.4366861"
"Store 47","612 Kassandra Corners","Daytona Beach","DE","Retailer ^","Grocery","77.0702115","28.4351509"
"Store 48","55796 S West Street","Clemenston","RI","Retailer _","Grocery","77.0715429","28.4321143"
"Store 49","686 Camryn Course","Karsonside","IN","Retailer `","Grocery","77.0720300","28.4334642"
"Store 50","73862 Garth Knoll","Heatherstead","MA","Retailer a","Grocery","77.0749542","28.4370654"
"Store 51","51751 Woodlands","North Kristina","CA","Retailer X","Supermarket","77.0725067","28.4348996"
"Store 52","52950 Manor Way","New Christianside","OH","Retailer Y","Grocery","77.0728140","28.4343173"
"Store 53","938 Hauck Neck","Terranceshire","SC","Retailer Z","Convenience","77.0767764","28.4322691"
"Store 54","91266 Ted Brook","Fort Valerie","KS","Retailer [","Supermarket","77.0780771","28.4304649"
"Store 55","65683 Crona Valleys","Kuhicshire","NC","Retailer \","Convenience","77.0790209","28.4313676"
"Store 56","955 Camden Center","Liatown","IL","Retailer ]","Grocery","77.0722497","28.4356892"
"Store 57","116 Jordon Rapids","Gorczanyside","CO","Retailer ^","Grocery","77.0738863","28.4337224"
"Store 58","347 Reinger Groves","Port Flavioport","FL","Retailer _","Convenience","77.0795193","28.4399041"
"Store 59","82503 Emile Viaduct","Fort Pierce","NH","Retailer `","Supermarket","77.0730288","28.4302441"
"Store 60","82040 Jane Course","Coeur d'Alene","SD","Retailer a","Convenience","77.0748766","28.4334375"
"Store 61","6596 Zander Squares","Stiedemannborough","NV","Retailer X","Grocery","77.0712767","28.4350144"
"Store 62","1819 Monique Inlet","Cedar Hill","CA","Retailer Y","Supermarket","77.0737739","28.4355365"
"Store 63","412 S 5th Street","Fort Ethylport","NV","Retailer Z","Convenience","77.0775911","28.4356123"
"Store 64","541 Ayana Forges","Ornfield","TN","Retailer [","Convenience","77.0775331","28.4348338"
"Store 65","50264 Edward Canyon","South Carlo","SC","Retailer \","Convenience","77.0748088","28.4378322"
"Store 66","9795 Gislason Fork","New Vernaberg","WA","Retailer ]","Convenience","77.0762269","28.4369157"
"Store 67","52980 Chapel Hill","Port Helene","HI","Retailer ^","Convenience","77.0792660","28.4305413"
"Store 68","2656 Morissette Greens","Kylastad","WI","Retailer _","Grocery","77.0780557","28.4365968"
"Store 69","96110 McKenzie River","Emmanuellechester","IA","Retailer `","Supermarket","77.0713477","28.4383111"
"Store 70","881 Western Avenue","Lionelburgh","NV","Retailer a","Grocery","77.0727880","28.4323612"
"Store 71","87447 Thompson Village","Zulashire","WA","Retailer X","Grocery","77.0769652","28.4362414"
"Store 72","102 Adams Island","North Wellington","NJ","Retailer Y","Convenience","77.0764297","28.4376678"
"Store 73","93837 S Bridge Street","Lake Joesphton","NE","Retailer Z","Convenience","77.0788565","28.4364578"
"Store 74","75626 Pacocha Islands","Juneboro","AZ","Retailer [","Supermarket","77.0760169","28.4327486"
"Store 75","15472 Max Row","South Halliebury","OR","Retailer \","Grocery","77.0703699","28.4390827"
"Store 76","9222 Elm Road","East Carissa","GA","Retailer ]","Grocery","77.0755735","28.4388961"
"Store 77","908 Breanna Corner","McDermottberg","UT","Retailer ^","Convenience","77.0710002","28.4335487"
"Store 78","15352 Richmond Close","Margaritabury","KY","Retailer _","Grocery","77.0796565","28.4392612"
"Store 79","31673 Douglas Road","Port Maritzaside","MD","Retailer `","Grocery","77.0727883","28.4339694"
"Store 80","41499 Lime Grove","St. Petersburg","NY","Retailer a","Supermarket","77.0780724","28.4384609"
"Store 81","223 Louvenia Ferry","Edinburg","NY","Retailer X","Convenience","77.0726829","28.4324409"
"Store 82","62534 Pouros Pass","Kuhlmanstead","AZ","Retailer Y","Grocery","77.0731337","28.4326335"
"Store 83","3095 Kunze Estate","Fort Vladimir","UT","Retailer Z","Convenience","77.0705285","28.4337377"
"Store 84","827 Waverley Road","Strongsville","PA","Retailer [","Convenience","77.0745979","28.4312795"
"Store 85","628 Hintz Ridge","Josefaburgh","SD","Retailer \","Grocery","77.0722934","28.4344725"
"Store 86","1010 Vinnie Motorway","Doylefurt","AL","Retailer ]","Grocery","77.0749026","28.4316147"
"Store 87","6777 The Chase","West Sadye","NJ","Retailer ^","Grocery","77.0762359","28.4323127"
"Store 88","724 N 9th Street","Armandton","IL","Retailer _","Supermarket","77.0736306","28.4323820"
"Store 89","896 Main Street N","Mafaldacester","MI","Retailer `","Grocery","77.0715902","28.4345554"
"Store 90","820 The Paddock","Ziemeberg","RI","Retailer a","Supermarket","77.0772525","28.4315951"
"Store 91","4264 S Park Street","West Verdacester","TX","Retailer X","Supermarket","77.0772689","28.4330187"
"Store 92","19776 Ziemann Ridges","North Sventon","KS","Retailer Y","Grocery","77.0794231","28.4323720"
"Store 93","391 State Avenue","West Clay","MT","Retailer Z","Grocery","77.0747130","28.4372456"
"Store 94","768 Jerrell Station","Hirtheboro","OR","Retailer [","Grocery","77.0732411","28.4345218"
"Store 95","58104 Old State Road","Titusburgh","SD","Retailer \","Supermarket","77.0733687","28.4399716"
"Store 96","8177 Jeramy Villages","Greeley","NJ","Retailer ]","Convenience","77.0736172","28.4390093"
"Store 97","501 N Pearl Street","South Kiannafort","AL","Retailer ^","Grocery","77.0775910","28.4360778"
"Store 98","378 Rutherford Fall","Coeur d'Alene","CO","Retailer _","Grocery","77.0731664","28.4344738"
"Store 99","5104 Treutel Forest","Dickiport","MN","Retailer `","Grocery","77.0753358","28.4329164"
"Store 100","973 Dale Street","East Kathrynetown","OH","Retailer a","Convenience","77.0782130","28.4302692"
"Store 101","844 Grady Springs","Imaton","ND","Retailer X","Convenience","77.0783216","28.4382032"
"Store 102","67176 Liliana Forest","Kent","ID","Retailer Y","Supermarket","77.0754363","28.4312793"
"Store 103","205 Dallin Prairie","Lake Maeganville","CO","Retailer Z","Grocery","77.0770341","28.4329682"
"Store 104","82733 Lindgren Oval","Fort Kathrynefurt","OR","Retailer [","Grocery","77.0760268","28.4347843"
"Store 105","9765 S 4th Street","Ocala","MI","Retailer \","Supermarket","77.0797941","28.4302468"
"Store 106","741 Lubowitz Points","O'Connerworth","OH","Retailer ]","Convenience","77.0727253","28.4397802"
"Store 107","861 Goodwin Groves","Quintenview","OK","Retailer ^","Grocery","77.0732005","28.4377438"
"Store 108","824 Toy Manors","North Dianatown","IL","Retailer _","Grocery","77.0748250","28.4327343"
"Store 109","1962 Berenice Corner","Fort Greenmouth","NV","Retailer `","Supermarket","77.0770344","28.4322402"
"Store 110","6504 Breitenberg Corner","Fairfield","VT","Retailer a","Supermarket","77.0722386","28.4362242"
"Store 111","40766 Michaela Glen","Lake Miachester","AR","Retailer X","Convenience","77.0715307","28.4370324"
"Store 112","675 Zackery Route","Port Genoveva","TX","Retailer Y","Supermarket","77.0768153","28.4343388"
"Store 113","684 Wellington Street","Rachaelville","WI","Retailer Z","Supermarket","77.0777935","28.4359673"
"Store 114","38817 Beatty Cliff","Lake Marlen","NH","Retailer [","Supermarket","77.0733438","28.4330765"
"Store 115","370 Hawthorn Avenue","Christiansenton","MN","Retailer \","Convenience","77.0789576","28.4360589"
"Store 116","93721 Farm Close","West Katrinaboro","OR","Retailer ]","Grocery","77.0764212","28.4368514"
"Store 117","56945 Kody Neck","Camarillo","ME","Retailer ^","Convenience","77.0794960","28.4320184"
"Store 118","32051 West Lakes","New Alfonso","NM","Retailer _","Grocery","77.0729427","28.4371009"
"Store 119","80082 N College Street","East Shakiraboro","GA","Retailer `","Supermarket","77.0722074","28.4375981"
"Store 120","747 Paucek Harbor","New Lamar","WA","Retailer a","Grocery","77.0740797","28.4367167"
"Store 121","390 Hamill Ranch","Elianview","VT","Retailer X","Grocery","77.0792013","28.4325866"
"Store 122","42303 Lodge Close","Palm Desert","MA","Retailer Y","Supermarket","77.0706006","28.4300994"
"Store 123","8730 Amelie Overpass","Gleichnerfurt","OR","Retailer Z","Supermarket","77.0789684","28.4367639"
"Store 124","81076 Church View","Andersonfield","GA","Retailer [","Convenience","77.0780934","28.4343113"
"Store 125","56110 Koepp Forks","New Raphaelleshire","NV","Retailer \","Convenience","77.0737948","28.4368020"
"Store 126","392 Rodriguez Bridge","Schambergerberg","WV","Retailer ]","Grocery","77.0741984","28.4388198"
"Store 127","8644 Smith Hills","West Luna","OH","Retailer ^","Grocery","77.0796987","28.4361578"
"Store 128","3676 Hansen Alley","Folsom","RI","Retailer _","Convenience","77.0785424","28.4396029"
"Store 129","5239 N Broad Street","North Jazminport","OR","Retailer `","Grocery","77.0765758","28.4337892"
"Store 130","146 Chadrick Union","Carolcester","IN","Retailer a","Convenience","77.0764546","28.4364283"
"Store 131","5736 Colin Extensions","Annamarieton","MD","Retailer X","Supermarket","77.0715342","28.4362812"
"Store 132","3958 Josh Canyon","Haagport","PA","Retailer Y","Convenience","77.0737647","28.4367184"
"Store 133","5985 Beer Course","Lake Abbychester","OR","Retailer Z","Convenience","77.0725782","28.4376014"
"Store 134","4901 W Jackson Street","Dickichester","CA","Retailer [","Convenience","77.0747875","28.4308916"
"Store 135","858 Murazik Tunnel","Fort Mollyland","TN","Retailer \","Grocery","77.0789808","28.4329872"
"Store 136","57625 W Chestnut Street","Padbergshire","IA","Retailer ]","Supermarket","77.0709245","28.4357897"
"Store 137","2902 Armstrong Branch","Langworthside","RI","Retailer ^","Grocery","77.0766223","28.4332978"
"Store 138","866 Grange Close","East Jarretfield","LA","Retailer _","Grocery","77.0792412","28.4368281"
"Store 139","6805 Hunter Course","Bellevue","WV","Retailer `","Convenience","77.0757814","28.4388772"
"Store 140","8352 Bosco Orchard","Reichelfort","ID","Retailer a","Supermarket","77.0706527","28.4398767"
"Store 141","678 Eula Mission","Marianocester","DE","Retailer X","Convenience","77.0746055","28.4390238"
"Store 142","455 Skyline Drive","Monahanfield","MN","Retailer Y","Convenience","77.0784714","28.4397903"
"Store 143","6089 London Road","South Niko","SC","Retailer Z","Convenience","77.0747962","28.4378666"
"Store 144","86775 Kyra Creek","West Shany","KS","Retailer [","Supermarket","77.0755800","28.4363816"
"Store 145","24812 Russel Glens","South Viviennechester","NJ","Retailer \","Grocery","77.0704013","28.4375243"
"Store 146","13382 Meadow View","Hagenesmouth","WA","Retailer ]","Grocery","77.0733524","28.4354241"
"Store 147","98002 Jackie Point","North Maia","AK","Retailer ^","Supermarket","77.0739764","28.4374190"
"Store 148","327 Christiansen Walks","New Dolores","MT","Retailer _","Convenience","77.0723441","28.4324313"
"Store 149","1626 Highfield Close","Kubstad","IN","Retailer `","Supermarket","77.0708812","28.4365282"
"Store 150","1648 Orchard Lane","Fort Jarrettberg","RI","Retailer a","Convenience","77.0764193","28.4359939"
"Store 151","41366 S State Street","East Jaron","KS","Retailer X","Grocery","77.0773840","28.4344619"
"Store 152","2793 Church Hill","Zboncakville","WA","Retailer Y","Supermarket","77.0716282","28.4326831"
"Store 153","66056 Glover Village","Lake Favianville","OK","Retailer Z","Convenience","77.0728209","28.4304631"
"Store 154","64587 Wilderman Branch","Boynton Beach","HI","Retailer [","Convenience","77.0712477","28.4368190"
"Store 155","817 Mulberry Street","East Tod","IA","Retailer \","Convenience","77.0738846","28.4388496"
"Store 156","819 Elm Close","Riverside","IN","Retailer ]","Grocery","77.0716788","28.4307691"
"Store 157","2772 Melyna Terrace","Toyshire","TN","Retailer ^","Supermarket","77.0780850","28.4313500"
"Store 158","2700 Church Close","Decatur","VT","Retailer _","Convenience","77.0797129","28.4392895"
"Store 159","76427 Aspen Close","South Benjamin","RI","Retailer `","Supermarket","77.0796486","28.4350653"
"Store 160","1132 Dare Rapid","North Robbie","NC","Retailer a","Grocery","77.0752872","28.4395860"
"Store 161","387 Kariane Walks","Geneport","AK","Retailer X","Grocery","77.0762080","28.4357101"
"Store 162","905 Constantin Manor","Urbandale","VA","Retailer Y","Grocery","77.0769154","28.4395467"
"Store 163","2143 Roberto Springs","Elwinmouth","FL","Retailer Z","Convenience","77.0705498","28.4327033"
"Store 164","835 Koepp Isle","Jeffersonville","NM","Retailer [","Convenience","77.0790230","28.4330874"
"Store 165","9185 Vicente Drive","North Austen","TX","Retailer \","Convenience","77.0708607","28.4325216"
"Store 166","3715 Kling Lodge","Connershire","PA","Retailer ]","Convenience","77.0759379","28.4320974"
"Store 167","82178 Lincoln Street","Conroe","MA","Retailer ^","Supermarket","77.0728564","28.4340736"
"Store 168","837 Kunze Inlet","Willmsburgh","MD","Retailer _","Grocery","77.0709491","28.4346946"
"Store 169","765 Lebsack Valley","Jastboro","CA","Retailer `","Convenience","77.0768035","28.4350302"
"Store 170","2149 W 6th Avenue","New Antonettemouth","SD","Retailer a","Grocery","77.0717453","28.4342565"
"Store 171","61950 W Grand Avenue","League City","OH","Retailer X","Supermarket","77.0767328","28.4308286"
"Store 172","827 Jenkins Cliffs","Bashirianbury","AZ","Retailer Y","Convenience","77.0789610","28.4359524"
"Store 173","672 Omari Tunnel","Port Claremouth","WV","Retailer Z","Grocery","77.0704208","28.4394153"
"Store 174","9715 Jovani Port","East Asha","NJ","Retailer [","Convenience","77.0797152","28.4353191"
"Store 175","453 North Lane","East Monicaland","WI","Retailer \","Supermarket","77.0763881","28.4319241"
"Store 176","6799 Keeling Falls","Batzshire","IN","Retailer ]","Grocery","77.0725383","28.4373218"
"Store 177","814 Ritchie Spur","New Germaine","NJ","Retailer ^","Grocery","77.0707638","28.4351486"
"Store 178","3064 Conroy Squares","North Emmettbury","OK","Retailer _","Grocery","77.0770239","28.4304838"
"Store 179","2657 Gennaro Motorway","Pagacside","DE","Retailer `","Supermarket","77.0750349","28.4331832"
"Store 180","19759 Gennaro Court","Newport Beach","RI","Retailer a","Convenience","77.0799500","28.4337615"
"Store 181","292 Royce Views","Amaliastead","SC","Retailer X","Convenience","77.0734129","28.4340785"
"Store 182","65838 Iva Causeway","Birdiecester","NC","Retailer Y","Supermarket","77.0762431","28.4335303"
"Store 183","19225 Jessie River","New Alekfield","NC","Retailer Z","Supermarket","77.0794941","28.4341065"
"Store 184","2444 Hall Street","Karlboro","AK","Retailer [","Grocery","77.0705972","28.4341609"
"Store 185","5044 Kuhic Land","East Scotport","MI","Retailer \","Grocery","77.0701076","28.4316864"
"Store 186","360 Church Street","New Melvin","IN","Retailer ]","Convenience","77.0758855","28.4367949"
"Store 187","497 E Washington Street","Pomona","IA","Retailer ^","Convenience","77.0783597","28.4340653"
"Store 188","1826 Jayda Land","East Rahulstad","UT","Retailer _","Grocery","77.0729841","28.4391180"
"Store 189","26151 Forest Road","Quitzonside","GA","Retailer `","Convenience","77.0781980","28.4347441"
"Store 190","7726 Deckow Greens","Lianaport","CT","Retailer a","Supermarket","77.0767831","28.4377591"
"Store 191","3475 Kent Road","Fort Ambrosetown","WA","Retailer X","Supermarket","77.0741875","28.4334332"
"Store 192","196 Tracey Shoal","Blickbury","MI","Retailer Y","Grocery","77.0767891","28.4356498"
"Store 193","51549 Mossie Road","Wildermanshire","AK","Retailer Z","Convenience","77.0746883","28.4378730"
"Store 194","738 W Elm Street","Fort Hayden","NV","Retailer [","Convenience","77.0745236","28.4322975"
"Store 195","76241 Torp Shoals","Lake Rita","TN","Retailer \","Convenience","77.0778413","28.4330935"
"Store 196","225 Krajcik Corners","North Verniceview","CT","Retailer ]","Supermarket","77.0769358","28.4323727"
"Store 197","855 Mary Street","East Ransom","TN","Retailer ^","Supermarket","77.0737935","28.4369915"
"Store 198","681 Railroad Avenue","West Rolando","AL","Retailer _","Grocery","77.0700377","28.4373608"
"Store 199","131 S 1st Avenue","Lake Shakiraworth","ID","Retailer `","Grocery","77.0715652","28.4324339"
"Store 200","52049 Waters Route","North Nettie","VT","Retailer a","Convenience","77.0735509","28.4383484"
"Store 201","4325 The Crescent","Fort Murphymouth","OR","Retailer X","Convenience","77.0721769","28.4343692"
"Store 202","755 Howe Gardens","Port Josephshire","VT","Retailer Y","Supermarket","77.0760697","28.4332936"
"Store 203","2256 Upton Expressway","Claudinefurt","NC","Retailer Z","Convenience","77.0760687","28.4333059"
"Store 204","1414 Keeling Manors","New Tamia","IL","Retailer [","Supermarket","77.0725836","28.4398801"
"Store 205","331 Frami Lane","Torphyfurt","SC","Retailer \","Convenience","77.0797512","28.4378358"
"Store 206","9011 Eve Crest","Annaliseton","KS","Retailer ]","Supermarket","77.0702516","28.4310460"
"Store 207","935 Runolfsson Union","North Oriontown","KY","Retailer ^","Supermarket","77.0776981","28.4370457"
"Store 208","3917 Korey Views","Weymouth Town","LA","Retailer _","Supermarket","77.0756500","28.4327184"
"Store 209","25504 Dietrich Brook","Tremblayview","TN","Retailer `","Grocery","77.0713379","28.4364488"
"Store 210","31217 Duane Wells","West Ilianaburgh","MN","Retailer a","Convenience","77.0770544","28.4314559"
"Store 211","1768 Brookside","Lake Sherman","VT","Retailer X","Convenience","77.0733181","28.4389118"
"Store 212","4584 N Bridge Street","Moore","AR","Retailer Y","Convenience","77.0706320","28.4370103"
"Store 213","52547 Breitenberg Corners","Bellflower","MD","Retailer Z","Grocery","77.0781598","28.4348895"
"Store 214","2690 Stacy Run","Lake Jewell","TX","Retailer [","Supermarket","77.0753177","28.4331908"
"Store 215","30409 Herman Tunnel","Carolannehaven","NJ","Retailer \","Supermarket","77.0773497","28.4314325"
"Store 216","795 O'Hara Drive","Port Freeda","OR","Retailer ]","Grocery","77.0766344","28.4376572"
"Store 217","6584 W Washington Street","Rubenfort","TN","Retailer ^","Supermarket","77.0778173","28.4370659"
"Store 218","354 Bednar Manor","Bobbyton","SD","Retailer _","Supermarket","77.0710534","28.4320388"
"Store 219","9366 Luz Courts","Pittsburg","MT","Retailer `","Convenience","77.0751420","28.4311313"
"Store 220","254 Dedrick Forks","Johnstonstead","OR","Retailer a","Grocery","77.0737261","28.4350357"
"Store 221","691 Jefferson Avenue","Port Eleazarcester","MN","Retailer X","Grocery","77.0725916","28.4329373"
"Store 222","2380 Mohr Knoll","Bridgeport","LA","Retailer Y","Convenience","77.0747822","28.4302446"
"Store 223","14381 Coronation Road","Bernhardfield","TN","Retailer Z","Supermarket","77.0737444","28.4325477"
"Store 224","702 Columbus Isle","South Kristinafort","ID","Retailer [","Convenience","77.0710360","28.4362300"
"Store 225","8280 Beahan Crossroad","Lake Tracey","NV","Retailer \","Supermarket","77.0752356","28.4322375"
"Store 226","918 Wood Street","Hollywood","MT","Retailer ]","Convenience","77.0753735","28.4387338"
"Store 227","68414 Brook Street","Fort Devan","LA","Retailer ^","Convenience","77.0774987","28.4333026"
"Store 228","456 Leffler Divide","New Jazlynboro","NH","Retailer _","Grocery","77.0768475","28.4352058"
"Store 229","85491 S Broadway Street","Bergnaumville","IA","Retailer `","Supermarket","77.0706546","28.4390210"
"Store 230","42113 Conn Oval","Temple","CA","Retailer a","Convenience","77.0789176","28.4380481"
"Store 231","73713 Morar Crest","Kalamazoo","OK","Retailer X","Convenience","77.0730531","28.4359528"
"Store 232","5574 Guillermo Hill","South Presley","VA","Retailer Y","Grocery","77.0754234","28.4373557"
"Store 233","6301 Dare Trace","New Bedford","TN","Retailer Z","Grocery","77.0766988","28.4326783"
"Store 234","4085 Marvin Extensions","Weberstead","MA","Retailer [","Convenience","77.0706320","28.4374499"
"Store 235","55977 Grand Avenue","Welchbury","KY","Retailer \","Supermarket","77.0724806","28.4333907"
"Store 236","634 Aspen Close","Donnellyview","ME","Retailer ]","Grocery","77.0716043","28.4364211"
"Store 237","7334 Thiel Burg","Lake Catherine","WV","Retailer ^","Grocery","77.0774978","28.4304191"
"Store 238","1663 Becker Point","Port Kevenstead","MI","Retailer _","Convenience","77.0727140","28.4354946"
"Store 239","63095 Franklin Avenue","Encinitas","CO","Retailer `","Convenience","77.0710593","28.4348959"
"Store 240","44378 Lang Drives","Craigberg","ND","Retailer a","Supermarket","77.0764069","28.4326632"
"Store 241","31303 Mitchell Well","Leaport","CA","Retailer X","Convenience","77.0714147","28.4332655"
"Store 242","516 S East Street","Langfield","VT","Retailer Y","Convenience","77.0783430","28.4329933"
"Store 243","35481 O'Reilly Hills","Lubowitzton","NY","Retailer Z","Convenience","77.0744292","28.4370110"
"Store 244","20204 Rodriguez Rapids","Ryanberg","MN","Retailer [","Grocery","77.0759146","28.4344124"
"Store 245","2415 Emerson Drive","North Stephanmouth","NM","Retailer \","Supermarket","77.0757106","28.4341845"
"Store 246","77179 Powlowski Crossroad","Tristinshire","DE","Retailer ]","Supermarket","77.0780820","28.4357608"
"Store 247","751 Bay Street","Port Reilly","OH","Retailer ^","Convenience","77.0726876","28.4334481"
"Store 248","16615 Russel Shores","Lake Simeonland","OR","Retailer _","Supermarket","77.0772034","28.4313923"
"Store 249","4644 Darrel Streets","Strackefurt","WV","Retailer `","Convenience","77.0737254","28.4326606"
"Store 250","45265 McGlynn Forges","North Annabelle","KY","Retailer a","Supermarket","77.0759696","28.4378119"
"Store 251","283 Clay Lane","West Vickie","IA","Retailer X","Supermarket","77.0778877","28.4383371"
"Store 252","489 Mraz Plain","Fort Kaileeberg","MT","Retailer Y","Convenience","77.0769452","28.4346312"
"Store 253","5709 Tower Road","Novafield","NE","Retailer Z","Convenience","77.0702725","28.4390844"
"Store 254","866 Roma Terrace","Darrickfield","TN","Retailer [","Grocery","77.0784759","28.4310368"
"Store 255","72164 Jermain Spur","New Margarete","OR","Retailer \","Convenience","77.0756467","28.4325200"
"Store 256","80338 White Hills","East Gianniview","SC","Retailer ]","Grocery","77.0798362","28.4371031"
"Store 257","8370 Harry Plaza","Aftonshire","WA","Retailer ^","Grocery","77.0709007","28.4384857"
"Store 258","127 W 6th Street","Dibbertton","NJ","Retailer _","Convenience","77.0703104","28.4341639"
"Store 259","92048 Jeffery Branch","Lake Litzy","WV","Retailer `","Supermarket","77.0701744","28.4325648"
"Store 260","25845 Herman Views","Mackland","UT","Retailer a","Supermarket","77.0753041","28.4307390"
"Store 261","866 Deckow Walks","Hilpertworth","WA","Retailer X","Supermarket","77.0745030","28.4313015"
"Store 262","50408 Ryan Rapid","North Marlee","OR","Retailer Y","Grocery","77.0790782","28.4353212"
"Store 263","24564 Bryce Crescent","Toycester","NY","Retailer Z","Convenience","77.0749458","28.4300269"
"Store 264","316 Dooley Forest","East Augustine","IA","Retailer [","Supermarket","77.0782611","28.4385003"
"Store 265","2664 Dell Field","Irondequoit","NC","Retailer \","Grocery","77.0741177","28.4324706"
"Store 266","35417 Gutkowski Valleys","Towson","AR","Retailer ]","Supermarket","77.0723415","28.4383405"
"Store 267","9449 Lemuel Cliffs","Romagueraborough","KS","Retailer ^","Supermarket","77.0762460","28.4333064"
"Store 268","88249 Kreiger Springs","New Janiecester","WY","Retailer _","Convenience","77.0776216","28.4325922"
"Store 269","4711 Stoltenberg Spur","Missourihaven","MD","Retailer `","Grocery","77.0712572","28.4397107"
"Store 270","294 Brisa Valleys","Lorain","LA","Retailer a","Supermarket","77.0752634","28.4325536"
"Store 271","9071 Loyal Prairie","Homestead","VA","Retailer X","Supermarket","77.0790122","28.4363336"
"Store 272","928 Fay Pike","Port Charlotte","LA","Retailer Y","Grocery","77.0708441","28.4312472"
